CaCode,ScientificName,ClassifLevel,2009/NVC_Code,ELCODE,Inactivated,ELCODE_Final
71.050.04,Quercus chrysolepis tree,Association,,CEGL008603,FALSE,CEGL008603
71.050.13,Quercus chrysolepis – Umbellularia californica,Association,,CEGL008604,FALSE,CEGL008604
71.050.14,Quercus chrysolepis / Arctostaphylos viscida,Association,,CEGL008602,FALSE,CEGL008602
71.050.15,Quercus chrysolepis / Arctostaphylos patula,Association,,CEGL008601,FALSE,CEGL008601
71.050.16,Quercus chrysolepis – Pinus sabiniana,Association,,CEGL008605,FALSE,CEGL008605
71.050.17,Quercus chrysolepis / Dryopteris arguta,Association,,CEGL008603,TRUE,CEGL008603
71.050.18,Quercus chrysolepis – Pinus ponderosa,Association,,CEGL008606,FALSE,CEGL008606
71.050.31,Pinus ponderosa – Quercus chrysolepis / Arctostaphylos viscida,Association,,CEGL008694,TRUE,CEGL008694
71.050.33,Quercus chrysolepis / Rhamnus ilicifolia,Association,CEPP006750,CEPP006750,FALSE,CEPP006750
71.060.02,Quercus agrifolia,Association,CEGL002905,CEGL002905,FALSE,CEGL002905
71.060.07,Quercus agrifolia / Adenostoma fasciculatum – (Salvia mellifera),Association,CEGL002860,CEGL002860,FALSE,CEGL002860
71.060.08,Quercus agrifolia / Artemisia californica,Association,CEGL002865,CEGL002865,FALSE,CEGL002865
71.060.09,Quercus agrifolia / grass,Association,CEGL002861,CEGL002861,FALSE,CEGL002861
71.060.13,Quercus agrifolia / Toxicodendron diversilobum,Association,CEGL002866,CEGL002866,FALSE,CEGL002866
71.060.14,Quercus agrifolia / Heteromeles arbutifolia,Association,CEGL002863,CEGL002863,FALSE,CEGL002863
71.060.25,Quercus agrifolia / Toxicodendron diversilobum – (Corylus cornuta),Association,,CEGL003169,TRUE,CEGL003169
71.060.27,Quercus agrifolia – Juglans californica,Association,,CEGL002867,TRUE,CEGL002867
71.060.34,Quercus agrifolia / Ceanothus spinosus,Association,,CEGL002862,TRUE,CEGL002862
71.060.37,"Quercus agrifolia / Quercus (berberidifolia, xacutidens)",Association,CEGL002864,CEGL002864,FALSE,CEGL002864
71.060.38,Quercus agrifolia / Salvia leucophylla – Artemisia californica,Association,,CEGL002865,TRUE,CEGL002865
71.060.39,Quercus agrifolia / Toxicodendron diversilobum riparian,Association,,CEGL005312,TRUE,CEGL005312
71.060.47,Quercus agrifolia / (Salix lasiolepis),Association,CEGL002868,CEGL002868,FALSE,CEGL002868
71.060.48,Quercus agrifolia – Umbellularia californica,Association,CEGL002869,CEGL002869,FALSE,CEGL002869
71.060.49,Quercus agrifolia – Umbellularia californica / Ceanothus oliganthus,Association,,CEGL002870,TRUE,CEGL002870
71.080.01,Quercus wislizeni – Quercus douglasii – Pinus sabiniana,Association,CEGL008642,CEGL008642,FALSE,CEGL008642
71.080.04,Quercus wislizeni / Arctostaphylos viscida,Association,CEGL008641,CEGL008641,TRUE,CEGL008641
71.080.08,Quercus wislizeni – Pinus sabiniana / Arctostaphylos viscida,Association,CEGL008636,CEGL008636,TRUE,CEGL008636
71.080.38,Quercus wislizeni – Quercus chrysolepis tree,Association,CEGL008640,CEGL008640,FALSE,CEGL008640
71.095.02,Quercus turbinella – Baccharis sergiloides,Association,CEPP006751,CEPP006751,FALSE,CEPP006751
72.100.03,Juglans californica / annual herbaceous,Association,CEGL002887,CEGL002887,FALSE,CEGL002887
72.100.04,Juglans californica / Artemisia californica / Leymus condensatus,Association,CEGL002852,CEGL002852,FALSE,CEGL002852
72.100.05,Juglans californica / Ceanothus spinosus,Association,CEGL002853,CEGL002853,FALSE,CEGL002853
72.100.06,Juglans californica / Heteromeles arbutifolia,Association,CEGL002854,CEGL002854,FALSE,CEGL002854
72.100.07,Juglans californica / Malosma laurina,Association,CEGL002855,CEGL002855,FALSE,CEGL002855
72.100.08,Juglans californica – Quercus agrifolia,Association,CEGL002867,CEGL002867,FALSE,CEGL002867
74.100.05,Umbellularia californica – Quercus agrifolia / Toxicodendron diversilobum (Corylus cornuta),Association,CEGL003175,CEGL003175,TRUE,CEGL003175
74.100.08,Umbellularia californica / Polystichum munitum,Association,CEGL003174,CEGL003174,FALSE,CEGL003174
74.100.11,Umbellularia californica – Juglans californica / Ceanothus spinosus,Association,CEGL002876,CEGL002876,FALSE,CEGL002876
74.100.13,Umbellularia californica – Platanus racemosa,Association,CEGL002877,CEGL002877,FALSE,CEGL002877
74.100.20,Umbellularia californica – Quercus chrysolepis,Association,,CEGL008604,TRUE,CEGL008604
75.100.01,Aesculus californica / Toxicodendron diversilobum / moss,Association,CEGL005302,CEGL005302,FALSE,CEGL005302
76.100.03,Cercocarpus montanus var. glaber,Association,CEGL003615,CEGL003615,FALSE,CEGL003615
76.100.05,Cercocarpus montanus – Ceanothus spinosus,Association,CEGL003630,CEGL003630,FALSE,CEGL003630
76.100.06,Cercocarpus montanus – Adenostoma fasciculatum,Association,CEGL003621,CEGL003621,FALSE,CEGL003621
76.100.12,Cercocarpus montanus – Malosma laurina – Artemisia californica,Association,CEGL003633,CEGL003633,FALSE,CEGL003633
76.200.01,Cercocarpus ledifolius – Artemisia tridentata,Association,CEGL000960,CEGL000960,FALSE,CEGL000960
76.200.02,Cercocarpus ledifolius / Symphoricarpos rotundifolius,Association,CEGL008637,CEGL008637,FALSE,CEGL008637
76.300.01,Cercocarpus intricatus,Association,CEGL002587,CEGL002587,FALSE,CEGL002587
80.100.01,Cornus sericea / Senecio triangularis,Association,CECA000010,,FALSE,CECA000010
80.100.02,Cornus sericea,Association,CEGL001165,,FALSE,CEGL001165
81.100.01,Chamaecyparis lawsoniana / Rhododendron occidentale,Association,CEGL003443,CEGL003443,FALSE,CEGL003443
81.500.01,Hesperocyparis sargentii,Association,CEGL003044,CEGL003044,FALSE,CEGL003044
82.200.05,Pseudotsuga menziesii – Umbellularia californica / (Toxicodendron diversilobum),Association,,CEGL000073,FALSE,CEGL000073
82.200.12,Pseudotsuga menziesii – Chrysolepis chrysophylla – Notholithocarpus densiflorus,Association,,CEGL000074,FALSE,CEGL000074
82.200.50,Pseudotsuga menziesii – Arbutus menziesii,Association,,CEGL000927,FALSE,CEGL000927
82.200.55,Pseudotsuga menziesii / Linnaea borealis,Association,,CEGL000441,TRUE,CEGL000441
82.200.56,Pseudotsuga menziesii / Corylus cornuta / Polystichum munitum,Association,,CEGL007358,FALSE,CEGL007358
82.200.61,Pseudotsuga menziesii / (Toxicodendron diversilobum),Association,,CEGL000072,FALSE,CEGL000072
82.200.69,Pseudotsuga menziesii – Umbellularia californica / Polystichum munitum,Association,,CEGL003168,FALSE,CEGL003168
82.200.70,Pseudotsuga menziesii – (Umbellularia californica) / Frangula californica,Association,,CEGL003167,FALSE,CEGL003167
82.200.71,Pseudotsuga menziesii – Quercus agrifolia,Association,,CEGL003166,FALSE,CEGL003166
82.200.72,Pseudotsuga menziesii / Baccharis pilularis,Association,,CEGL003165,FALSE,CEGL003165
82.300.03,Pseudotsuga menziesii – Quercus chrysolepis,Association,,CEGL000926,FALSE,CEGL000926
82.400.02,Pinus ponderosa – Pseudotsuga menziesii – Calocedrus decurrens,Association,,CEGL008684,FALSE,CEGL008684
82.500.19,Pseudotsuga menziesii – Notholithocarpus densiflorus / Vaccinium ovatum,Association,,CEGL000080,FALSE,CEGL000080
82.500.20,Pseudotsuga menziesii – Notholithocarpus densiflorus / Vaccinium ovatum  – (Gaultheria shallon),Association,,CEGL000079,TRUE,CEGL000079
82.500.23,Pseudotsuga menziesii – Notholithocarpus densiflorus / (Toxicodendron diversilobum – Lonicera hispidula),Association,,CEGL000078,FALSE,CEGL000078
83.200.02,Picea sitchensis / Rubus spectabilis,Association,CEGL000060,,FALSE,CEGL000060
83.200.03,Picea sitchensis / Polystichum munitum,Association,CEGL000059,,FALSE,CEGL000059
84.100.03,Tsuga mertensiana / Quercus sadleriana,Association,CEGL000123,CEGL000123,FALSE,CEGL000123
84.100.04,Tsuga mertensiana,Association,CEGL008685,CEGL008685,FALSE,CEGL008685
84.100.10,Tsuga mertensiana – Pinus monticola,Association,CEGL008687,CEGL008687,FALSE,CEGL008687
84.100.11,Tsuga mertensiana – Pinus contorta ssp. murrayana – Pinus monticola,Association,CEGL008691,CEGL008691,FALSE,CEGL008691
84.100.15,Tsuga mertensiana – Pinus contorta ssp. murrayana,Association,CEGL008688,CEGL008688,FALSE,CEGL008688
86.100.16,Sequoia sempervirens – Notholithocarpus densiflorus / Vaccinium ovatum,Association,CEGL003172,CEGL003172,FALSE,CEGL003172
86.200.01,Sequoiadendron giganteum – Pinus lambertiana / Cornus nuttallii,Association,CEGL008607,CEGL008607,FALSE,CEGL008607
87.010.04,Pinus ponderosa / Artemisia tridentata,Association,,CEGL002794,FALSE,CEGL002794
87.020.03,Pinus jeffreyi / Festuca idahoensis,Association,,CEGL000817,FALSE,CEGL000817
87.020.07,Pinus jeffreyi,Association,CEGL002769,CEGL002769,FALSE,CEGL002769
87.020.08,Pinus jeffreyi / Quercus vacciniifolia,Association,CEGL008714,CEGL008714,FALSE,CEGL008714
87.020.09,Pinus jeffreyi / Arctostaphylos patula,Association,CEGL008627,CEGL008627,FALSE,CEGL008627
87.020.10,Pinus jeffreyi / Ceanothus cordulatus,Association,CEGL008628,CEGL008628,FALSE,CEGL008628
87.020.17,Pinus jeffreyi / Cercocarpus ledifolius,Association,CEGL008626,CEGL008626,FALSE,CEGL008626
87.020.20,Pinus jeffreyi / Chrysolepis sempervirens,Association,CEGL008625,CEGL008625,FALSE,CEGL008625
87.020.21,Pinus jeffreyi / Purshia tridentata var. tridentata,Association,CEGL008624,CEGL008624,FALSE,CEGL008624
87.020.26,Pinus jeffreyi – Pinus monophylla,Association,CEGL008629,CEGL008629,FALSE,CEGL008629
87.020.27,Pinus jeffreyi / Quercus vacciniifolia – Arctostaphylos nevadensis / Festuca idahoensis,Association,CEGL003448,CEGL003448,FALSE,CEGL003448
87.020.30,Pinus jeffreyi – Abies concolor,Association,CEGL008630,CEGL008630,FALSE,CEGL008630
87.020.37,Pinus jeffreyi – Calocedrus decurrens / Quercus vacciniifolia,Association,,CEGL000820,FALSE,CEGL000820
87.020.38,Pinus jeffreyi – Quercus chrysolepis / Arctostaphylos viscida,Association,,CEGL003156,FALSE,CEGL003156
87.020.39,Pinus jeffreyi – Abies magnifica,Association,,CEGL008632,FALSE,CEGL008632
87.040.02,Pinus monophylla / Artemisia tridentata,Association,,CEGL000827,TRUE,CEGL000827
87.040.05,Pinus monophylla / Garrya flavescens,Association,CEGL005771,CEGL005771,FALSE,CEGL005771
87.040.07,Pinus monophylla – Juniperus osteosperma / Artemisia nova,Association,CEGL000831,CEGL000831,FALSE,CEGL000831
87.040.10,Pinus monophylla / Prunus fasciculata – Rhus trilobata,Association,CEGL005772,CEGL005772,FALSE,CEGL005772
87.040.11,Pinus monophylla / Ribes velutinum,Association,CEGL003153,CEGL003153,FALSE,CEGL003153
87.040.12,Pinus monophylla – (Juniperus osteosperma) / Cercocarpus ledifolius,Association,CEGL000828,CEGL000828,FALSE,CEGL000828
87.040.13,Pinus monophylla – Juniperus osteosperma / Purshia stansburiana,Association,CEGL005397,CEGL005397,FALSE,CEGL005397
87.040.15,Pinus monophylla / Artemisia tridentata / Elymus elymoides,Association,CEGL003154,CEGL003154,FALSE,CEGL003154
87.040.16,Pinus monophylla – (Juniperus osteosperma) / Artemisia tridentata,Association,CEGL000832,CEGL000832,FALSE,CEGL000832
87.040.17,Pinus monophylla – (Juniperus osteosperma) / Cercocarpus intricatus,Association,CEGL005437,CEGL005437,FALSE,CEGL005437
87.070.01,Pinus muricata – (Arbutus menziesii – Notholithocarpus densiflorus) / Vaccinium ovatum,Association,,CEGL003164,FALSE,CEGL003164
87.080.02,Pinus contorta ssp. murrayana / Artemisia tridentata,Association,CEGL005812,CEGL005812,FALSE,CEGL005812
87.080.03,Pinus contorta ssp. murrayana / Ligusticum grayi,Association,CEGL003069,CEGL002747,FALSE,CEGL003069
87.080.06,Pinus contorta ssp. murrayana / Carex rossii,Association,,CEGL002749,FALSE,CEGL002749
87.080.08,Rhododendron columbianum / Pinus contorta ssp. murrayana,Association,CEGL008668,CEGL008668,FALSE,CEGL008668
87.080.09,Pinus contorta ssp. murrayana / Vaccinium uliginosum,Association,CEGL000171,CEGL000171,FALSE,CEGL000171
87.080.10,Pinus contorta ssp. murrayana / Carex filifolia,Association,CEGL008667,CEGL008667,FALSE,CEGL008667
87.080.11,Pinus contorta ssp. murrayana – Pinus albicaulis / Carex rossii,Association,,CEGL008670,TRUE,CEGL008670
87.080.12,Pinus contorta ssp. murrayana / Penstemon newberryi,Association,,CEGL002748,FALSE,CEGL002748
87.080.17,Pinus contorta ssp. murrayana – Pinus albicaulis / Carex filifolia,Association,,CEGL008671,TRUE,CEGL008671
87.090.04,Pinus coulteri – Quercus chrysolepis,Association,,CEGL003071,FALSE,CEGL003071
87.100.05,Pinus attenuata / Arctostaphylos viscida,Association,CEGL008623,CEGL008623,FALSE,CEGL008623
87.110.02,Pinus radiata / Toxicodendron diversilobum,Association,,CEGL003076,FALSE,CEGL003076
87.130.04,Pinus sabiniana – Quercus wislizeni / Ceanothus cuneatus,Association,CEGL008635,CEGL008635,TRUE,CEGL008635
87.140.01,Pinus longaeva,Association,CEGL002380,CEGL002380,FALSE,CEGL002380
87.150.01,Pinus balfouriana,Association,,CEGL003068,FALSE,CEGL003068
87.160.01,Pinus flexilis / Cercocarpus ledifolius,Association,CEGL000804,CEGL000804,FALSE,CEGL000804
87.170.03,Pinus monticola / Xerophyllum tenax,Association,CEGL000177,CEGL000177,FALSE,CEGL000177
87.170.06,Pinus monticola / Achnatherum occidentale,Association,CEGL008622,CEGL008622,FALSE,CEGL008622
87.170.07,Pinus monticola – Pinus contorta ssp. murrayana,Association,CEGL003157,,FALSE,CEGL003157
87.170.08,Pinus monticola – Pseudotsuga menziesii / Quercus vacciniifolia – Notholithocarpus densiflorus var. echinoides,Association,,CEGL003449,FALSE,CEGL003449
87.180.06,Pinus albicaulis / Penstemon davidsonii,Association,CEGL003134,CEGL003134,FALSE,CEGL003134
87.180.07,Pinus albicaulis – Tsuga mertensiana,Association,CEGL003132,CEGL003132,FALSE,CEGL003132
87.180.08,Pinus albicaulis / Carex filifolia,Association,CEGL003133,CEGL003133,FALSE,CEGL003133
87.180.09,Pinus albicaulis / Carex rossii,Association,CEGL003135,CEGL003135,FALSE,CEGL003135
87.205.07,Pinus jeffreyi – Abies concolor / Symphoricarpos rotundifolius / Elymus elymoides,Association,CEGL008631,CEGL008631,FALSE,CEGL008631
88.200.01,Abies magnifica / Quercus sadleriana,Association,,CEGL000034,FALSE,CEGL000034
88.200.04,Abies magnifica / Arctostaphylos nevadensis,Association,,CEGL008611,TRUE,CEGL008611
88.200.23,Abies magnifica,Association,,CEGL008609,FALSE,CEGL008609
88.200.24,Abies magnifica – Pinus contorta ssp. murrayana / Hieracium albiflorum,Association,,CEGL008612,TRUE,CEGL008612
88.200.25,Abies magnifica – Pinus contorta ssp. murrayana,Association,,CEGL008612,FALSE,CEGL008612
88.200.26,Abies magnifica / Wyethia mollis,Association,,CEGL008610,FALSE,CEGL008610
88.200.28,Abies magnifica – (Pinus monticola) / Arctostaphylos nevadensis,Association,,CEGL008615,FALSE,CEGL008615
88.200.29,Abies magnifica – Pinus monticola – Pinus contorta ssp. murrayana,Association,,CEGL008616,FALSE,CEGL008616
88.200.30,Abies magnifica – Pinus monticola,Association,,CEGL008613,FALSE,CEGL008613
88.200.31,Abies magnifica – Pinus monticola / Chrysolepis sempervirens,Association,,CEGL008614,FALSE,CEGL008614
88.300.01,Abies bracteata / Galium clementis,Association,CEGL003000,,FALSE,CEGL003000
88.300.02,Abies bracteata / Polystichum munitum,Association,CEGL003000,,FALSE,CEGL003000
88.500.11,Abies concolor / Chimaphila umbellata,Association,CEGL000015,CEGL000015,TRUE,CEGL000015
88.500.35,Abies concolor / Symphoricarpos mollis,Association,,CEGL000027,FALSE,CEGL000027
88.500.40,Abies concolor – Calocedrus decurrens – Pinus jeffreyi,Association,CECA000011,,FALSE,CECA000011
88.500.54,Abies concolor / Mahonia nervosa,Association,,CEGL000012,FALSE,CEGL000012
88.500.58,Abies concolor / Ceanothus velutinus,Association,,CEGL000246,FALSE,CEGL000246
88.510.01,Abies concolor – Pinus lambertiana,Association,CEGL008679,CEGL008679,FALSE,CEGL008679
88.510.03,Abies concolor – Pinus lambertiana / Maianthemum racemosum – Prosartes hookeri,Association,,CEGL008680,FALSE,CEGL008680
88.510.04,Abies concolor – Pinus lambertiana – Pinus jeffreyi,Association,CEGL003155,CEGL003155,FALSE,CEGL003155
88.510.05,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Cornus nuttallii / Corylus cornuta,Association,,CEGL008677,FALSE,CEGL008677
88.510.06,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Adenocaulon bicolor,Association,CEGL008678,CEGL008678,FALSE,CEGL008678
88.510.07,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Chrysolepis sempervirens,Association,,CEGL008675,FALSE,CEGL008675
88.510.08,Abies concolor – Pinus lambertiana – Calocedrus decurrens / Symphoricarpos mollis / Kelloggia galioides,Association,CEGL008676,CEGL008676,FALSE,CEGL008676
88.520.01,Abies magnifica – Abies concolor,Association,,CEGL008681,FALSE,CEGL008681
88.520.05,Abies magnifica – Abies concolor / Symphoricarpos mollis – Rosa gymnocarpa,Association,,CEGL000033,FALSE,CEGL000033
88.520.09,Abies magnifica – Abies concolor – Pinus jeffreyi,Association,,CEGL008682,FALSE,CEGL008682
88.520.10,Abies magnifica – Abies concolor / Pinus lambertiana,Association,,CEGL008683,FALSE,CEGL008683
88.530.30,Abies concolor – Pseudotsuga menziesii – Calocedrus decurrens,Association,CEGL005813,CEGL005813,FALSE,CEGL005813
88.800.01,Abies amabilis,Association,CECA000012,,FALSE,CECA000012
89.100.04,Juniperus californica / Coleogyne ramosissima,Association,CEPP006713,CEPP006713,FALSE,CEPP006713
89.100.08,Juniperus californica / Yucca schidigera / Pleuraphis rigida,Association,CEPP006715,CEPP006715,FALSE,CEPP006715
89.200.01,Juniperus grandis,Association,CEGL003136,CEGL003136,TRUE,CEGL003136
89.200.02,Juniperus grandis / Artemisia tridentata,Association,CEGL003151,CEGL003151,FALSE,CEGL003151
89.200.03,Juniperus grandis – Cercocarpus ledifolius / Artemisia tridentata,Association,CEGL003150,CEGL003150,FALSE,CEGL003150
89.200.04,Juniperus grandis / Holodiscus discolor,Association,,CEGL003137,FALSE,CEGL003137
89.300.01,Juniperus osteosperma,Association,CEGL000727,CEGL000727,FALSE,CEGL000727
89.300.05,Juniperus osteosperma – Yucca brevifolia / Bouteloua eriopoda,Association,CEPP006716,CEPP006716,FALSE,CEPP006716
89.300.08,Juniperus osteosperma / Coleogyne ramosissima,Association,CEGL002909,CEGL002909,FALSE,CEGL002909
89.400.03,Juniperus occidentalis – (Pinus jeffreyi – Pinus ponderosa) / Cercocarpus ledifolius,Association,CEGL000725,,FALSE,CEGL000725
89.400.04,Juniperus occidentalis / Artemisia arbuscula / Poa secunda,Association,,CEGL001715,FALSE,CEGL001715
45.562.07,Juncus arcticus var. balticus,Association,,CEGL001838,TRUE,CEGL001838
91.123.01,Phlox covillei – Elymus elymoides – Podistera nevadensis,Association,CEGL003488,CEGL003488,FALSE,CEGL003488
91.124.02,Rhodiola integrifolia – Selaginella watsonii,Association,CEGL003490,,FALSE,CEGL003490
45.169.01,Carex douglasii,Association,CEGL001768,CEGL001768,FALSE,CEGL001768
45.184.01,Carex pansa Interdunal,Association,,CEGL005713,FALSE,CEGL005713
45.185.01,Carex straminiformis,Association,,CEGL001793,FALSE,CEGL001793
61.119.02,Salix planifolia/Carex scopulorum,Association,CEGL001229,CEGL001229,FALSE,CEGL001229
45.420.01,Solidago canadensis – Achillea millefolium,Association,CEGL003161,CEGL003161,FALSE,CEGL003161
81.300.01,Hesperocyparis macnabiana,Association,,CEGL003043,TRUE,CEGL003043
45.164.02,Carex nigricans – Kalmia microphylla,Association,,CEGL001402,FALSE,CEGL001402
52.118.01,"Ludwigia (hexapetala, peploides)",Semi-natural Association,,CEGL007835,FALSE,CEGL007835
32.044.04,Isocoma menziesii,Association,CEPP005682,CEPP005682,FALSE,CEPP005682
87.010.56,Pinus ponderosa / Artemisia tridentata ssp. vaseyana – Purshia tridentata var. tridentata,Association,,CEGL000178,FALSE,CEGL000178
81.400.05,Hesperocyparis pigmaea,Association,,CEGL003042,TRUE,CEGL003042
45.562.08,Juncus arcticus var. balticus – (var. mexicanus),Association,CEGL003486,CEGL003486,FALSE,CEGL003486
81.200.01,Callitropsis nootkatensis Subalpine Parkland,Association,CEGL000350,CEGL000350,FALSE,CEGL000350
36.120.01,Allenrolfea occidentalis / Distichlis spicata,Association,CEPP005788,CEPP005788,FALSE,CEPP005788
41.020.01,Leymus cinereus,Association,CEGL001480,CEGL001480,FALSE,CEGL001480
41.040.01,Pseudoroegneria spicata – Poa secunda,Association,CEGL001677,CEGL001677,FALSE,CEGL001677
88.100.01,Abies grandis – Picea sitchensis / Gaultheria shallon / Polystichum munitum,Association,CEGL000053,CEGL000053,FALSE,CEGL000053
88.100.02,Abies grandis – Tsuga heterophylla / Polystichum munitum,Association,CEGL000287,CEGL000287,FALSE,CEGL000287
83.100.01,Picea engelmannii / Clintonia uniflora,Association,CEGL000360,CEGL000360,FALSE,CEGL000360
83.100.02,Picea engelmannii / Senecio triangularis,Association,CEGL000376,CEGL000376,FALSE,CEGL000376
36.210.01,Isocoma acradenia Alkaline Wet,Association,CEGL005465,CEGL005465,FALSE,CEGL005465
36.220.01,Atriplex parryi,Association,CEGL002711,CEGL002711,FALSE,CEGL002711
52.214.03,"Solidago (confinis, spectabilis)",Association,CEPP006757,CEPP006757,FALSE,CEPP006757
87.160.04,Pinus flexilis / Artemisia tridentata,Association,CEPP009588,CEPP009588,FALSE,CEPP009588
89.300.12,Juniperus osteosperma / Artemisia tridentata ssp. tridentata,Association,CEGL002360,CEGL000730,FALSE,CEGL002360
89.300.13,Juniperus osteosperma / Eriogonum fasciculatum – Yucca baccata,Association,CEGL005754,CEGL005754,FALSE,CEGL005754
87.040.19,Pinus monophylla – (Juniperus osteosperma) / Quercus turbinella,Association,CEGL002941,CEGL002941,FALSE,CEGL002941
87.040.20,Pinus monophylla – Juniperus osteosperma / Coleogyne ramosissima,Association,CEGL002971,CEGL002971,FALSE,CEGL002971
87.040.21,Pinus monophylla – (Juniperus osteosperma) / Sparse Understory,Association,CEGL000829,CEGL000829,FALSE,CEGL000829
87.050.01,Pinus edulis – Juniperus osteosperma / Quercus turbinella,Association,CEGL004007,CEGL004007,FALSE,CEGL004007
87.040.22,Pinus monophylla / Eriogonum fasciculatum,Association,CEPP006732,CEPP006732,FALSE,CEPP006732
41.061.03,Phragmites australis ssp. americanus,Association,CEPP006866,CEGL006866,FALSE,CEPP006866
63.906.03,Ficus carica,Semi-natural Association,CEPP006709,CEPP006709,FALSE,CEPP006709
33.025.03,Encelia actonii,Association,CEGL005748,CEGL005748,FALSE,CEGL005748
42.630.01,"Dudleya (blochmaniae ssp. insularis, gnoma) – Sparse Herb",Association,CEPP006867,CEPP006867,FALSE,CEPP006867
32.240.01,Corethrogyne filaginifolia,Association,CEPP005714,CEPP005714,FALSE,CEPP005714
41.110.01,Nassella lepida,Association,,CEGL003110,FALSE,CEGL003110
63.810.01,Tamarix spp.,Semi-natural Association,CEGL003114,CEGL003114,FALSE,CEGL003114
77.100.02,Lyonothamnus floribundus,Association,CEPP005722,CEPP005722,FALSE,CEPP005722
77.100.01,Quercus tomentella,Association,CEGL003098,CEGL003098,FALSE,CEGL003098
33.380.01,Chorizanthe rigida – Geraea canescens Desert Pavement,Association,CEGL009686,CEGL009686,FALSE,CEGL009686
52.160.01,Cladium californicum,Association,CEGL009683,CEGL009683,FALSE,CEGL009683
21.100.11,Ambrosia chamissonis,Association,CEGL003005,CEGL003005,FALSE,CEGL003005
41.250.05,Festuca idahoensis – Danthonia californica – Koeleria macrantha,Association,,CEGL003349,TRUE,CEGL003349
52.106.01,"Azolla (filiculoides, microphylla)",Association,CEGL003017,CEGL003017,FALSE,CEGL003017
61.206.01,Salix sitchensis,Association,CEGL002896,CEGL002896,FALSE,CEGL002896
79.300.01,Phoenix dactylifera,Semi-natural Association,CEPP006859,CEPP006859,FALSE,CEPP006859
21.102.05,Calystegia macrostegia – Erigeron glaucus – Malacothrix incana,Association,CEPP005677,CEPP005677,FALSE,CEPP005677
37.101.36,Adenostoma fasciculatum var. prostratum – (Quercus pacifica),Association,CEPP005704,CEPP005704,FALSE,CEPP005704
37.101.37,Adenostoma fasciculatum var. prostratum – Salvia brandegeei / Selaginella bigelovii,Association,CEPP005705,CEPP005705,FALSE,CEPP005705
37.308.06,Arctostaphylos confertiflora,Association,CEPP005706,CEPP005706,FALSE,CEPP005706
32.010.17,Artemisia californica – Eriogonum arborescens,Association,CEPP005707,CEPP005707,FALSE,CEPP005707
32.010.18,Artemisia californica – Cleome isomeris,Association,,CEPP005708,FALSE,CEPP005708
32.010.19,Artemisia californica – Salvia brandegeei,Association,CEPP005709,CEPP005709,FALSE,CEPP005709
32.010.20,Artemisia californica / Nassella (pulchra),Association,CEPP005663,CEPP005663,FALSE,CEPP005663
42.220.01,Cynodon dactylon,Semi-natural Association,CEGL005463,CEGL005463,FALSE,CEGL005463
87.190.02,Pinus torreyana ssp. insularis,Association,CEPP005725,CEPP005725,FALSE,CEPP005725
63.909.01,Gaultheria shallon – Vaccinium ovatum / Pteridium aquilinum,Association,CEGL000972,CEGL000972,FALSE,CEGL000972
63.910.01,Morella californica – Rubus spp.,Association,CEGL003340,CEGL003340,FALSE,CEGL003340
33.375.01,Mortonia utahensis,Association,CEGL005153,CEGL005153,FALSE,CEGL005153
42.027.02,Atriplex semibaccata – Hordeum (murinum),Semi-natural Association,CEPP005678,CEPP005678,FALSE,CEPP005678
32.036.02,Eriogonum arborescens,Association,CEPP005719,CEPP005719,FALSE,CEPP005719
32.036.04,Eriogonum grande var. rubescens,Association,CEPP005666,CEPP005666,FALSE,CEPP005666
52.500.07,Frankenia salina – Atriplex californica,Association,CECA000002,,FALSE,CECA000002
32.044.05,Isocoma menziesii – Lotus dendroideus,Association,CEPP005667,CEPP005667,FALSE,CEPP005667
32.044.06,Isocoma menziesii – Artemisia californica,Association,CEPP005668,CEPP005668,FALSE,CEPP005668
61.590.01,Psorothamnus polydenius var. polydenius / Achnatherum hymenoides,Association,CEGL001353,CEGL001353,FALSE,CEGL001353
32.044.07,Isocoma menziesii / Dudleya greenei,Association,CEPP005671,CEPP005671,FALSE,CEPP005671
44.119.14,Spergularia macrotheca – Hordeum (murinum),Association,CEPP005733,CEPP005733,FALSE,CEPP005733
43.100.03,Coreopsis gigantea – Lotus dendroideus,Association,,CEPP005672,FALSE,CEPP005672
43.100.04,Coreopsis gigantea / (Dudleya greenei),Association,,CEPP005673,FALSE,CEPP005673
21.200.02,Carpobrotus spp. – Mesembryanthemum crystallinum,Semi-natural Association,CEGL003063,CEGL003063,FALSE,CEGL003063
37.912.02,Heteromeles arbutifolia – Artemisia californica – Rhus integrifolia (– Salvia brandegeei),Association,,CEPP005720,TRUE,CEPP005720
71.060.53,Quercus agrifolia – Quercus tomentella / (Prunus ilicifolia ssp. lyonii),Association,CEPP005727,CEPP005727,FALSE,CEPP005727
71.060.54,Quercus agrifolia / Quercus pacifica,Association,CEPP005728,CEPP005728,FALSE,CEPP005728
41.151.06,Nassella pulchra – Corethrogyne filaginifolia,Association,CEPP005734,CEPP005734,FALSE,CEPP005734
41.200.21,Distichlis spicata (– Baccharis douglasii – Equisetum hyemale),Association,,CEPP005715,FALSE,CEPP005715
